"Column Name","Label"
"S1603_C02_002M","Margin of Error!!Speak only English at home!!Total population 5 years and over!!AGE!!5 to 17 years"
"S1603_C02_003E","Estimate!!Speak only English at home!!Total population 5 years and over!!AGE!!18 to 64 years"
"S1603_C02_003M","Margin of Error!!Speak only English at home!!Total population 5 years and over!!AGE!!18 to 64 years"
"S1603_C02_004E","Estimate!!Speak only English at home!!Total population 5 years and over!!AGE!!65 years and over"
"S1603_C02_004M","Margin of Error!!Speak only English at home!!Total population 5 years and over!!AGE!!65 years and over"
"S1603_C02_005E","Estimate!!Speak only English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Native"
"S1603_C02_005M","Margin of Error!!Speak only English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Native"
"S1603_C02_006E","Estimate!!Speak only English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born"
"S1603_C02_006M","Margin of Error!!Speak only English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born"
"S1603_C02_007E","Estimate!!Speak only English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Naturalized U.S. citizen"
"S1603_C02_007M","Margin of Error!!Speak only English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Naturalized U.S. citizen"
"S1603_C02_008E","Estimate!!Speak only English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Not a U.S. citizen"
"S1603_C02_008M","Margin of Error!!Speak only English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Not a U.S. citizen"
"S1603_C02_009E","Estimate!!Speak only English at home!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined"
"S1603_C02_009M","Margin of Error!!Speak only English at home!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined"
"S1603_C02_010E","Estimate!!Speak only English at home!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!Below poverty level"
"S1603_C02_010M","Margin of Error!!Speak only English at home!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!Below poverty level"
"S1603_C02_011E","Estimate!!Speak only English at home!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!At or above poverty level"
"S1603_C02_011M","Margin of Error!!Speak only English at home!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!At or above poverty level"
"S1603_C02_012E","Estimate!!Speak only English at home!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S1603_C02_012M","Margin of Error!!Speak only English at home!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S1603_C02_013E","Estimate!!Speak only English at home!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S1603_C02_013M","Margin of Error!!Speak only English at home!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S1603_C02_014E","Estimate!!Speak only English at home!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1603_C02_014M","Margin of Error!!Speak only English at home!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1603_C02_015E","Estimate!!Speak only English at home!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree"
"S1603_C02_015M","Margin of Error!!Speak only English at home!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree"
"S1603_C02_016E","Estimate!!Speak only English at home!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher"
"S1603_C02_016M","Margin of Error!!Speak only English at home!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher"
"S1603_C03_001E","Estimate!!Percent speak only English at home!!Total population 5 years and over"
"S1603_C03_001M","Margin of Error!!Percent speak only English at home!!Total population 5 years and over"
"S1603_C03_002E","Estimate!!Percent speak only English at home!!Total population 5 years and over!!AGE!!5 to 17 years"
"S1603_C03_002M","Margin of Error!!Percent speak only English at home!!Total population 5 years and over!!AGE!!5 to 17 years"
"S1603_C03_003E","Estimate!!Percent speak only English at home!!Total population 5 years and over!!AGE!!18 to 64 years"
"S1603_C03_003M","Margin of Error!!Percent speak only English at home!!Total population 5 years and over!!AGE!!18 to 64 years"
"S1603_C03_004E","Estimate!!Percent speak only English at home!!Total population 5 years and over!!AGE!!65 years and over"
"S1603_C03_004M","Margin of Error!!Percent speak only English at home!!Total population 5 years and over!!AGE!!65 years and over"
"S1603_C03_005E","Estimate!!Percent speak only English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Native"
"S1603_C03_005M","Margin of Error!!Percent speak only English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Native"
"S1603_C03_006E","Estimate!!Percent speak only English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born"
"S1603_C03_006M","Margin of Error!!Percent speak only English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born"
"S1603_C03_007E","Estimate!!Percent speak only English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Naturalized U.S. citizen"
"S1603_C03_007M","Margin of Error!!Percent speak only English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Naturalized U.S. citizen"
"S1603_C03_008E","Estimate!!Percent speak only English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Not a U.S. citizen"
"S1603_C03_008M","Margin of Error!!Percent speak only English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Not a U.S. citizen"
"S1603_C03_009E","Estimate!!Percent speak only English at home!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined"
"S1603_C03_009M","Margin of Error!!Percent speak only English at home!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined"
"S1603_C03_010E","Estimate!!Percent speak only English at home!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!Below poverty level"
"S1603_C03_010M","Margin of Error!!Percent speak only English at home!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!Below poverty level"
"S1603_C03_011E","Estimate!!Percent speak only English at home!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!At or above poverty level"
"S1603_C03_011M","Margin of Error!!Percent speak only English at home!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!At or above poverty level"
"S1603_C03_012E","Estimate!!Percent speak only English at home!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S1603_C03_012M","Margin of Error!!Percent speak only English at home!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S1603_C03_013E","Estimate!!Percent speak only English at home!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S1603_C03_013M","Margin of Error!!Percent speak only English at home!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S1603_C03_014E","Estimate!!Percent speak only English at home!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1603_C03_014M","Margin of Error!!Percent speak only English at home!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1603_C03_015E","Estimate!!Percent speak only English at home!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree"
"S1603_C03_015M","Margin of Error!!Percent speak only English at home!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree"
"S1603_C03_016E","Estimate!!Percent speak only English at home!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher"
"S1603_C03_016M","Margin of Error!!Percent speak only English at home!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher"
"S1603_C04_001E","Estimate!!Total!!Speak a language other than English at home!!Total population 5 years and over"
"S1603_C04_001M","Margin of Error!!Total!!Speak a language other than English at home!!Total population 5 years and over"
"S1603_C04_002E","Estimate!!Total!!Speak a language other than English at home!!Total population 5 years and over!!AGE!!5 to 17 years"
"S1603_C04_002M","Margin of Error!!Total!!Speak a language other than English at home!!Total population 5 years and over!!AGE!!5 to 17 years"
"S1603_C04_003E","Estimate!!Total!!Speak a language other than English at home!!Total population 5 years and over!!AGE!!18 to 64 years"
"S1603_C04_003M","Margin of Error!!Total!!Speak a language other than English at home!!Total population 5 years and over!!AGE!!18 to 64 years"
"S1603_C04_004E","Estimate!!Total!!Speak a language other than English at home!!Total population 5 years and over!!AGE!!65 years and over"
"S1603_C04_004M","Margin of Error!!Total!!Speak a language other than English at home!!Total population 5 years and over!!AGE!!65 years and over"
"S1603_C04_005E","Estimate!!Total!!Speak a language other than English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Native"
"S1603_C04_005M","Margin of Error!!Total!!Speak a language other than English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Native"
"S1603_C04_006E","Estimate!!Total!!Speak a language other than English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born"
"S1603_C04_006M","Margin of Error!!Total!!Speak a language other than English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born"
"S1603_C04_007E","Estimate!!Total!!Speak a language other than English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Naturalized U.S. citizen"
"S1603_C04_007M","Margin of Error!!Total!!Speak a language other than English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Naturalized U.S. citizen"
"S1603_C04_008E","Estimate!!Total!!Speak a language other than English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Not a U.S. citizen"
"S1603_C04_008M","Margin of Error!!Total!!Speak a language other than English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Not a U.S. citizen"
"S1603_C04_009E","Estimate!!Total!!Speak a language other than English at home!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined"
"S1603_C04_009M","Margin of Error!!Total!!Speak a language other than English at home!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined"
"S1603_C04_010E","Estimate!!Total!!Speak a language other than English at home!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!Below poverty level"
"S1603_C04_010M","Margin of Error!!Total!!Speak a language other than English at home!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!Below poverty level"
"S1603_C04_011E","Estimate!!Total!!Speak a language other than English at home!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!At or above poverty level"
"S1603_C04_011M","Margin of Error!!Total!!Speak a language other than English at home!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!At or above poverty level"
"S1603_C04_012E","Estimate!!Total!!Speak a language other than English at home!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S1603_C04_012M","Margin of Error!!Total!!Speak a language other than English at home!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S1603_C04_013E","Estimate!!Total!!Speak a language other than English at home!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S1603_C04_013M","Margin of Error!!Total!!Speak a language other than English at home!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S1603_C04_014E","Estimate!!Total!!Speak a language other than English at home!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1603_C04_014M","Margin of Error!!Total!!Speak a language other than English at home!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1603_C04_015E","Estimate!!Total!!Speak a language other than English at home!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree"
"S1603_C04_015M","Margin of Error!!Total!!Speak a language other than English at home!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree"
"S1603_C04_016E","Estimate!!Total!!Speak a language other than English at home!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher"
"S1603_C04_016M","Margin of Error!!Total!!Speak a language other than English at home!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher"
"S1603_C05_001E","Estimate!!Percent!!Speak a language other than English at home!!Total population 5 years and over"
"S1603_C05_001M","Margin of Error!!Percent!!Speak a language other than English at home!!Total population 5 years and over"
"S1603_C05_002E","Estimate!!Percent!!Speak a language other than English at home!!Total population 5 years and over!!AGE!!5 to 17 years"
"S1603_C05_002M","Margin of Error!!Percent!!Speak a language other than English at home!!Total population 5 years and over!!AGE!!5 to 17 years"
"S1603_C05_003E","Estimate!!Percent!!Speak a language other than English at home!!Total population 5 years and over!!AGE!!18 to 64 years"
"S1603_C05_003M","Margin of Error!!Percent!!Speak a language other than English at home!!Total population 5 years and over!!AGE!!18 to 64 years"
"S1603_C05_004E","Estimate!!Percent!!Speak a language other than English at home!!Total population 5 years and over!!AGE!!65 years and over"
"S1603_C05_004M","Margin of Error!!Percent!!Speak a language other than English at home!!Total population 5 years and over!!AGE!!65 years and over"
"S1603_C05_005E","Estimate!!Percent!!Speak a language other than English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Native"
"S1603_C05_005M","Margin of Error!!Percent!!Speak a language other than English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Native"
"S1603_C05_006E","Estimate!!Percent!!Speak a language other than English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born"
"S1603_C05_006M","Margin of Error!!Percent!!Speak a language other than English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born"
"S1603_C05_007E","Estimate!!Percent!!Speak a language other than English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Naturalized U.S. citizen"
"S1603_C05_007M","Margin of Error!!Percent!!Speak a language other than English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Naturalized U.S. citizen"
"S1603_C05_008E","Estimate!!Percent!!Speak a language other than English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Not a U.S. citizen"
"S1603_C05_008M","Margin of Error!!Percent!!Speak a language other than English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Not a U.S. citizen"
"S1603_C05_009E","Estimate!!Percent!!Speak a language other than English at home!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined"
"S1603_C05_009M","Margin of Error!!Percent!!Speak a language other than English at home!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined"
"S1603_C05_010E","Estimate!!Percent!!Speak a language other than English at home!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!Below poverty level"
"S1603_C05_010M","Margin of Error!!Percent!!Speak a language other than English at home!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!Below poverty level"
"S1603_C05_011E","Estimate!!Percent!!Speak a language other than English at home!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!At or above poverty level"
"S1603_C05_011M","Margin of Error!!Percent!!Speak a language other than English at home!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!At or above poverty level"
"S1603_C05_012E","Estimate!!Percent!!Speak a language other than English at home!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S1603_C05_012M","Margin of Error!!Percent!!Speak a language other than English at home!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S1603_C05_013E","Estimate!!Percent!!Speak a language other than English at home!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S1603_C05_013M","Margin of Error!!Percent!!Speak a language other than English at home!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S1603_C05_014E","Estimate!!Percent!!Speak a language other than English at home!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1603_C05_014M","Margin of Error!!Percent!!Speak a language other than English at home!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1603_C05_015E","Estimate!!Percent!!Speak a language other than English at home!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree"
"S1603_C05_015M","Margin of Error!!Percent!!Speak a language other than English at home!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree"
"S1603_C05_016E","Estimate!!Percent!!Speak a language other than English at home!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher"
"S1603_C05_016M","Margin of Error!!Percent!!Speak a language other than English at home!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher"
"S1603_C06_001E","Estimate!!Speak Spanish at home!!Speak a language other than English at home!!Total population 5 years and over"
"S1603_C06_001M","Margin of Error!!Speak Spanish at home!!Speak a language other than English at home!!Total population 5 years and over"
"S1603_C06_002E","Estimate!!Speak Spanish at home!!Speak a language other than English at home!!Total population 5 years and over!!AGE!!5 to 17 years"
"S1603_C06_002M","Margin of Error!!Speak Spanish at home!!Speak a language other than English at home!!Total population 5 years and over!!AGE!!5 to 17 years"
"S1603_C06_003E","Estimate!!Speak Spanish at home!!Speak a language other than English at home!!Total population 5 years and over!!AGE!!18 to 64 years"
"S1603_C06_003M","Margin of Error!!Speak Spanish at home!!Speak a language other than English at home!!Total population 5 years and over!!AGE!!18 to 64 years"
"S1603_C06_004E","Estimate!!Speak Spanish at home!!Speak a language other than English at home!!Total population 5 years and over!!AGE!!65 years and over"
"S1603_C06_004M","Margin of Error!!Speak Spanish at home!!Speak a language other than English at home!!Total population 5 years and over!!AGE!!65 years and over"
"S1603_C06_005E","Estimate!!Speak Spanish at home!!Speak a language other than English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Native"
"S1603_C06_005M","Margin of Error!!Speak Spanish at home!!Speak a language other than English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Native"
"S1603_C06_006E","Estimate!!Speak Spanish at home!!Speak a language other than English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born"
"S1603_C06_006M","Margin of Error!!Speak Spanish at home!!Speak a language other than English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born"
"S1603_C06_007E","Estimate!!Speak Spanish at home!!Speak a language other than English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Naturalized U.S. citizen"
"S1603_C06_007M","Margin of Error!!Speak Spanish at home!!Speak a language other than English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Naturalized U.S. citizen"
"S1603_C06_008E","Estimate!!Speak Spanish at home!!Speak a language other than English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Not a U.S. citizen"
"S1603_C06_008M","Margin of Error!!Speak Spanish at home!!Speak a language other than English at home!!Total population 5 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Not a U.S. citizen"
"S1603_C06_009E","Estimate!!Speak Spanish at home!!Speak a language other than English at home!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined"
"S1603_C06_009M","Margin of Error!!Speak Spanish at home!!Speak a language other than English at home!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined"
"S1603_C06_010E","Estimate!!Speak Spanish at home!!Speak a language other than English at home!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!Below poverty level"
"S1603_C06_010M","Margin of Error!!Speak Spanish at home!!Speak a language other than English at home!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!Below poverty level"
"S1603_C06_011E","Estimate!!Speak Spanish at home!!Speak a language other than English at home!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!At or above poverty level"
"S1603_C06_011M","Margin of Error!!Speak Spanish at home!!Speak a language other than English at home!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined!!At or above poverty level"
"S1603_C06_012E","Estimate!!Speak Spanish at home!!Speak a language other than English at home!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S1603_C06_012M","Margin of Error!!Speak Spanish at home!!Speak a language other than English at home!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S1603_C06_013E","Estimate!!Speak Spanish at home!!Speak a language other than English at home!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S1603_C06_013M","Margin of Error!!Speak Spanish at home!!Speak a language other than English at home!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S1603_C06_014E","Estimate!!Speak Spanish at home!!Speak a language other than English at home!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1603_C06_014M","Margin of Error!!Speak Spanish at home!!Speak a language other than English at home!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1603_C06_015E","Estimate!!Speak Spanish at home!!Speak a language other than English at home!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree"
"S1603_C06_015M","Margin of Error!!Speak Spanish at home!!Speak a language other than English at home!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree"
"S1603_C06_016E","Estimate!!Speak Spanish at home!!Speak a language other than English at home!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher"
"S1603_C06_016M","Margin of Error!!Speak Spanish at home!!Speak a language other than English at home!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher"
"S1603_C07_001E","Estimate!!Percent speak Spanish at home!!Speak a language other than English at home!!Total population 5 years and over"
"S1603_C07_001M","Margin of Error!!Percent speak Spanish at home!!Speak a language other than English at home!!Total population 5 years and over"
"S1603_C07_002E","Estimate!!Percent speak Spanish at home!!Speak a language other than English at home!!Total population 5 years and over!!AGE!!5 to 17 years"
"S1603_C07_002M","Margin of Error!!Percent speak Spanish at home!!Speak a language other than English at home!!Total population 5 years and over!!AGE!!5 to 17 years"
"S1603_C07_003E","Estimate!!Percent speak Spanish at home!!Speak a language other than English at home!!Total population 5 years and over!!AGE!!18 to 64 years"
"S1603_C07_003M","Margin of Error!!Percent speak Spanish at home!!Speak a language other than English at home!!Total population 5 years and over!!AGE!!18 to 64 years"
"S1603_C07_004E","Estimate!!Percent speak Spanish at home!!Speak a language other than English at home!!Total population 5 years and over!!AGE!!65 years and over"
