"Column Name","Label"
"S1603_C04_005M","Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Margin of Error!!NATIVITY AND CITIZENSHIP STATUS!!Native population 5 years and over"
"S1603_C01_006E","Total!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over"
"S1603_C01_006M","Total!!Margin of Error!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over"
"S1603_C02_006E","People who speak only English at home!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over"
"S1603_C02_006M","People who speak only English at home!!Margin of Error!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over"
"S1603_C03_006E","Percent distribution of people who speak a language other than English at home!!Total!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over"
"S1603_C03_006M","Percent distribution of people who speak a language other than English at home!!Total!!Margin of Error!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over"
"S1603_C04_006E","Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over"
"S1603_C04_006M","Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Margin of Error!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over"
"S1603_C01_007E","Total!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over!!Naturalized U.S. citizen"
"S1603_C01_007M","Total!!Margin of Error!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over!!Naturalized U.S. citizen"
"S1603_C02_007E","People who speak only English at home!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over!!Naturalized U.S. citizen"
"S1603_C02_007M","People who speak only English at home!!Margin of Error!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over!!Naturalized U.S. citizen"
"S1603_C03_007E","Percent distribution of people who speak a language other than English at home!!Total!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over!!Naturalized U.S. citizen"
"S1603_C03_007M","Percent distribution of people who speak a language other than English at home!!Total!!Margin of Error!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over!!Naturalized U.S. citizen"
"S1603_C04_007E","Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over!!Naturalized U.S. citizen"
"S1603_C04_007M","Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Margin of Error!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over!!Naturalized U.S. citizen"
"S1603_C01_008E","Total!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over!!Not a U.S. citizen"
"S1603_C01_008M","Total!!Margin of Error!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over!!Not a U.S. citizen"
"S1603_C02_008E","People who speak only English at home!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over!!Not a U.S. citizen"
"S1603_C02_008M","People who speak only English at home!!Margin of Error!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over!!Not a U.S. citizen"
"S1603_C03_008E","Percent distribution of people who speak a language other than English at home!!Total!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over!!Not a U.S. citizen"
"S1603_C03_008M","Percent distribution of people who speak a language other than English at home!!Total!!Margin of Error!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over!!Not a U.S. citizen"
"S1603_C04_008E","Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over!!Not a U.S. citizen"
"S1603_C04_008M","Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Margin of Error!!NATIVITY AND CITIZENSHIP STATUS!!Foreign-born population 5 years and over!!Not a U.S. citizen"
"S1603_C01_009E","Total!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined"
"S1603_C01_009M","Total!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined"
"S1603_C02_009E","People who speak only English at home!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined"
"S1603_C02_009M","People who speak only English at home!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined"
"S1603_C03_009E","Percent distribution of people who speak a language other than English at home!!Total!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined"
"S1603_C03_009M","Percent distribution of people who speak a language other than English at home!!Total!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined"
"S1603_C04_009E","Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined"
"S1603_C04_009M","Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined"
"S1603_C01_010E","Total!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level"
"S1603_C01_010M","Total!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level"
"S1603_C02_010E","People who speak only English at home!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level"
"S1603_C02_010M","People who speak only English at home!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level"
"S1603_C03_010E","Percent distribution of people who speak a language other than English at home!!Total!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level"
"S1603_C03_010M","Percent distribution of people who speak a language other than English at home!!Total!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level"
"S1603_C04_010E","Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level"
"S1603_C04_010M","Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level"
"S1603_C01_011E","Total!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above poverty level"
"S1603_C01_011M","Total!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above poverty level"
"S1603_C02_011E","People who speak only English at home!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above poverty level"
"S1603_C02_011M","People who speak only English at home!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above poverty level"
"S1603_C03_011E","Percent distribution of people who speak a language other than English at home!!Total!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above poverty level"
"S1603_C03_011M","Percent distribution of people who speak a language other than English at home!!Total!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above poverty level"
"S1603_C04_011E","Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above poverty level"
"S1603_C04_011M","Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above poverty level"
"S1603_C01_012E","Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S1603_C01_012M","Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S1603_C02_012E","People who speak only English at home!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S1603_C02_012M","People who speak only English at home!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S1603_C03_012E","Percent distribution of people who speak a language other than English at home!!Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S1603_C03_012M","Percent distribution of people who speak a language other than English at home!!Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S1603_C04_012E","Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S1603_C04_012M","Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S1603_C01_013E","Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Less than high school graduate"
"S1603_C01_013M","Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Less than high school graduate"
"S1603_C02_013E","People who speak only English at home!!Estimate!!EDUCATIONAL ATTAINMENT!!Less than high school graduate"
"S1603_C02_013M","People who speak only English at home!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Less than high school graduate"
"S1603_C03_013E","Percent distribution of people who speak a language other than English at home!!Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Less than high school graduate"
"S1603_C03_013M","Percent distribution of people who speak a language other than English at home!!Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Less than high school graduate"
"S1603_C04_013E","Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Estimate!!EDUCATIONAL ATTAINMENT!!Less than high school graduate"
"S1603_C04_013M","Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Less than high school graduate"
"S1603_C01_014E","Total!!Estimate!!EDUCATIONAL ATTAINMENT!!High school graduate (includes equivalency)"
"S1603_C01_014M","Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!High school graduate (includes equivalency)"
"S1603_C02_014E","People who speak only English at home!!Estimate!!EDUCATIONAL ATTAINMENT!!High school graduate (includes equivalency)"
"S1603_C02_014M","People who speak only English at home!!Margin of Error!!EDUCATIONAL ATTAINMENT!!High school graduate (includes equivalency)"
"S1603_C03_014E","Percent distribution of people who speak a language other than English at home!!Total!!Estimate!!EDUCATIONAL ATTAINMENT!!High school graduate (includes equivalency)"
"S1603_C03_014M","Percent distribution of people who speak a language other than English at home!!Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!High school graduate (includes equivalency)"
"S1603_C04_014E","Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Estimate!!EDUCATIONAL ATTAINMENT!!High school graduate (includes equivalency)"
"S1603_C04_014M","Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Margin of Error!!EDUCATIONAL ATTAINMENT!!High school graduate (includes equivalency)"
"S1603_C01_015E","Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Some college or associate's degree"
"S1603_C01_015M","Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Some college or associate's degree"
"S1603_C02_015E","People who speak only English at home!!Estimate!!EDUCATIONAL ATTAINMENT!!Some college or associate's degree"
"S1603_C02_015M","People who speak only English at home!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Some college or associate's degree"
"S1603_C03_015E","Percent distribution of people who speak a language other than English at home!!Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Some college or associate's degree"
"S1603_C03_015M","Percent distribution of people who speak a language other than English at home!!Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Some college or associate's degree"
"S1603_C04_015E","Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Estimate!!EDUCATIONAL ATTAINMENT!!Some college or associate's degree"
"S1603_C04_015M","Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Some college or associate's degree"
"S1603_C01_016E","Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Bachelor's degree or higher"
"S1603_C01_016M","Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Bachelor's degree or higher"
"S1603_C02_016E","People who speak only English at home!!Estimate!!EDUCATIONAL ATTAINMENT!!Bachelor's degree or higher"
"S1603_C02_016M","People who speak only English at home!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Bachelor's degree or higher"
"S1603_C03_016E","Percent distribution of people who speak a language other than English at home!!Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Bachelor's degree or higher"
"S1603_C03_016M","Percent distribution of people who speak a language other than English at home!!Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Bachelor's degree or higher"
"S1603_C04_016E","Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Estimate!!EDUCATIONAL ATTAINMENT!!Bachelor's degree or higher"
"S1603_C04_016M","Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Bachelor's degree or higher"
"S1603_C01_017E","Total!!Estimate!!PERCENT IMPUTED!!Language status"
"S1603_C01_017M","Total!!Margin of Error!!PERCENT IMPUTED!!Language status"
"S1603_C02_017E","People who speak only English at home!!Estimate!!PERCENT IMPUTED!!Language status"
"S1603_C02_017M","People who speak only English at home!!Margin of Error!!PERCENT IMPUTED!!Language status"
"S1603_C03_017E","Percent distribution of people who speak a language other than English at home!!Total!!Estimate!!PERCENT IMPUTED!!Language status"
"S1603_C03_017M","Percent distribution of people who speak a language other than English at home!!Total!!Margin of Error!!PERCENT IMPUTED!!Language status"
"S1603_C04_017E","Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Estimate!!PERCENT IMPUTED!!Language status"
"S1603_C04_017M","Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Margin of Error!!PERCENT IMPUTED!!Language status"
"S1603_C01_018E","Total!!Estimate!!PERCENT IMPUTED!!Language status (speak a language other than English)"
"S1603_C01_018M","Total!!Margin of Error!!PERCENT IMPUTED!!Language status (speak a language other than English)"
"S1603_C02_018E","People who speak only English at home!!Estimate!!PERCENT IMPUTED!!Language status (speak a language other than English)"
"S1603_C02_018M","People who speak only English at home!!Margin of Error!!PERCENT IMPUTED!!Language status (speak a language other than English)"
"S1603_C03_018E","Percent distribution of people who speak a language other than English at home!!Total!!Estimate!!PERCENT IMPUTED!!Language status (speak a language other than English)"
"S1603_C03_018M","Percent distribution of people who speak a language other than English at home!!Total!!Margin of Error!!PERCENT IMPUTED!!Language status (speak a language other than English)"
"S1603_C04_018E","Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Estimate!!PERCENT IMPUTED!!Language status (speak a language other than English)"
"S1603_C04_018M","Percent distribution of people who speak a language other than English at home!!Spanish or Spanish Creole!!Margin of Error!!PERCENT IMPUTED!!Language status (speak a language other than English)"
