"Column Name","Label"
"CP02_2022_017E","2018-2022 Estimates!!HOUSEHOLDS BY TYPE!!Total households!!Average family size"
"CP02_2022to2017_017SS","Statistical Significance!!HOUSEHOLDS BY TYPE!!Total households!!Average family size"
"CP02_2022_018E","2018-2022 Estimates!!RELATIONSHIP!!Population in households"
"CP02_2022to2017_018SS","Statistical Significance!!RELATIONSHIP!!Population in households"
"CP02_2022_019E","2018-2022 Estimates!!RELATIONSHIP!!Population in households!!Householder"
"CP02_2022to2017_019SS","Statistical Significance!!RELATIONSHIP!!Population in households!!Householder"
"CP02_2022_020E","2018-2022 Estimates!!RELATIONSHIP!!Population in households!!Spouse"
"CP02_2022to2017_020SS","Statistical Significance!!RELATIONSHIP!!Population in households!!Spouse"
"CP02_2022_021E","2018-2022 Estimates!!RELATIONSHIP!!Population in households!!Unmarried partner"
"CP02_2022to2017_021SS","Statistical Significance!!RELATIONSHIP!!Population in households!!Unmarried partner"
"CP02_2022_022E","2018-2022 Estimates!!RELATIONSHIP!!Population in households!!Child"
"CP02_2022to2017_022SS","Statistical Significance!!RELATIONSHIP!!Population in households!!Child"
"CP02_2022_023E","2018-2022 Estimates!!RELATIONSHIP!!Population in households!!Other relatives"
"CP02_2022to2017_023SS","Statistical Significance!!RELATIONSHIP!!Population in households!!Other relatives"
"CP02_2022_024E","2018-2022 Estimates!!RELATIONSHIP!!Population in households!!Other nonrelatives"
"CP02_2022to2017_024SS","Statistical Significance!!RELATIONSHIP!!Population in households!!Other nonrelatives"
"CP02_2022_025E","2018-2022 Estimates!!MARITAL STATUS!!Males 15 years and over"
"CP02_2022to2017_025SS","Statistical Significance!!MARITAL STATUS!!Males 15 years and over"
"CP02_2022_026E","2018-2022 Estimates!!MARITAL STATUS!!Males 15 years and over!!Never married"
"CP02_2022to2017_026SS","Statistical Significance!!MARITAL STATUS!!Males 15 years and over!!Never married"
"CP02_2022_027E","2018-2022 Estimates!!MARITAL STATUS!!Males 15 years and over!!Now married, except separated"
"CP02_2022to2017_027SS","Statistical Significance!!MARITAL STATUS!!Males 15 years and over!!Now married, except separated"
"CP02_2022_028E","2018-2022 Estimates!!MARITAL STATUS!!Males 15 years and over!!Separated"
"CP02_2022to2017_028SS","Statistical Significance!!MARITAL STATUS!!Males 15 years and over!!Separated"
"CP02_2022_029E","2018-2022 Estimates!!MARITAL STATUS!!Males 15 years and over!!Widowed"
"CP02_2022to2017_029SS","Statistical Significance!!MARITAL STATUS!!Males 15 years and over!!Widowed"
"CP02_2022_030E","2018-2022 Estimates!!MARITAL STATUS!!Males 15 years and over!!Divorced"
"CP02_2022to2017_030SS","Statistical Significance!!MARITAL STATUS!!Males 15 years and over!!Divorced"
"CP02_2022_031E","2018-2022 Estimates!!MARITAL STATUS!!Females 15 years and over"
"CP02_2022to2017_031SS","Statistical Significance!!MARITAL STATUS!!Females 15 years and over"
"CP02_2022_032E","2018-2022 Estimates!!MARITAL STATUS!!Females 15 years and over!!Never married"
"CP02_2022to2017_032SS","Statistical Significance!!MARITAL STATUS!!Females 15 years and over!!Never married"
"CP02_2022_033E","2018-2022 Estimates!!MARITAL STATUS!!Females 15 years and over!!Now married, except separated"
"CP02_2022to2017_033SS","Statistical Significance!!MARITAL STATUS!!Females 15 years and over!!Now married, except separated"
"CP02_2022_034E","2018-2022 Estimates!!MARITAL STATUS!!Females 15 years and over!!Separated"
"CP02_2022to2017_034SS","Statistical Significance!!MARITAL STATUS!!Females 15 years and over!!Separated"
"CP02_2022_035E","2018-2022 Estimates!!MARITAL STATUS!!Females 15 years and over!!Widowed"
"CP02_2022to2017_035SS","Statistical Significance!!MARITAL STATUS!!Females 15 years and over!!Widowed"
"CP02_2022_036E","2018-2022 Estimates!!MARITAL STATUS!!Females 15 years and over!!Divorced"
"CP02_2022to2017_036SS","Statistical Significance!!MARITAL STATUS!!Females 15 years and over!!Divorced"
"CP02_2022_037E","2018-2022 Estimates!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months"
"CP02_2022to2017_037SS","Statistical Significance!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months"
"CP02_2022_038E","2018-2022 Estimates!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)"
"CP02_2022to2017_038SS","Statistical Significance!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)"
"CP02_2022_039E","2018-2022 Estimates!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women"
"CP02_2022to2017_039SS","Statistical Significance!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women"
"CP02_2022_040E","2018-2022 Estimates!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 50 years old"
"CP02_2022to2017_040SS","Statistical Significance!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 50 years old"
"CP02_2022_041E","2018-2022 Estimates!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 19 years old"
"CP02_2022to2017_041SS","Statistical Significance!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 19 years old"
"CP02_2022_042E","2018-2022 Estimates!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 20 to 34 years old"
"CP02_2022to2017_042SS","Statistical Significance!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 20 to 34 years old"
"CP02_2022_043E","2018-2022 Estimates!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 35 to 50 years old"
"CP02_2022to2017_043SS","Statistical Significance!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 35 to 50 years old"
"CP02_2022_044E","2018-2022 Estimates!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years"
"CP02_2022to2017_044SS","Statistical Significance!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years"
"CP02_2022_045E","2018-2022 Estimates!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Grandparents responsible for grandchildren"
"CP02_2022to2017_045SS","Statistical Significance!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Grandparents responsible for grandchildren"
"CP02_2022_046E","2018-2022 Estimates!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!Less than 1 year"
"CP02_2022to2017_046SS","Statistical Significance!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!Less than 1 year"
"CP02_2022_047E","2018-2022 Estimates!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!1 or 2 years"
"CP02_2022to2017_047SS","Statistical Significance!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!1 or 2 years"
"CP02_2022_048E","2018-2022 Estimates!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!3 or 4 years"
"CP02_2022to2017_048SS","Statistical Significance!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!3 or 4 years"
"CP02_2022_049E","2018-2022 Estimates!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!5 or more years"
"CP02_2022to2017_049SS","Statistical Significance!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!5 or more years"
"CP02_2022_050E","2018-2022 Estimates!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years"
"CP02_2022to2017_050SS","Statistical Significance!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years"
"CP02_2022_051E","2018-2022 Estimates!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are female"
"CP02_2022to2017_051SS","Statistical Significance!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are female"
"CP02_2022_052E","2018-2022 Estimates!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are married"
"CP02_2022to2017_052SS","Statistical Significance!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are married"
"CP02_2022_053E","2018-2022 Estimates!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school"
"CP02_2022to2017_053SS","Statistical Significance!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school"
"CP02_2022_054E","2018-2022 Estimates!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool"
"CP02_2022to2017_054SS","Statistical Significance!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool"
"CP02_2022_055E","2018-2022 Estimates!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten"
"CP02_2022to2017_055SS","Statistical Significance!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten"
"CP02_2022_056E","2018-2022 Estimates!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8)"
"CP02_2022to2017_056SS","Statistical Significance!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8)"
"CP02_2022_057E","2018-2022 Estimates!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12)"
"CP02_2022to2017_057SS","Statistical Significance!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12)"
"CP02_2022_058E","2018-2022 Estimates!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school"
"CP02_2022to2017_058SS","Statistical Significance!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school"
"CP02_2022_059E","2018-2022 Estimates!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"CP02_2022to2017_059SS","Statistical Significance!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"CP02_2022_060E","2018-2022 Estimates!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade"
"CP02_2022to2017_060SS","Statistical Significance!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade"
"CP02_2022_061E","2018-2022 Estimates!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma"
"CP02_2022to2017_061SS","Statistical Significance!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma"
"CP02_2022_062E","2018-2022 Estimates!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"CP02_2022to2017_062SS","Statistical Significance!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"CP02_2022_063E","2018-2022 Estimates!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree"
"CP02_2022to2017_063SS","Statistical Significance!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree"
"CP02_2022_064E","2018-2022 Estimates!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree"
"CP02_2022to2017_064SS","Statistical Significance!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree"
"CP02_2022_065E","2018-2022 Estimates!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree"
"CP02_2022to2017_065SS","Statistical Significance!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree"
"CP02_2022_066E","2018-2022 Estimates!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree"
"CP02_2022to2017_066SS","Statistical Significance!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree"
"CP02_2022_067E","2018-2022 Estimates!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher"
"CP02_2022to2017_067SS","Statistical Significance!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher"
"CP02_2022_068E","2018-2022 Estimates!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher"
"CP02_2022to2017_068SS","Statistical Significance!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher"
"CP02_2022_069E","2018-2022 Estimates!!VETERAN STATUS!!Civilian population 18 years and over"
"CP02_2022to2017_069SS","Statistical Significance!!VETERAN STATUS!!Civilian population 18 years and over"
"CP02_2022_070E","2018-2022 Estimates!!VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans"
"CP02_2022to2017_070SS","Statistical Significance!!VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans"
"CP02_2022_071E","2018-2022 Estimates!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population"
"CP02_2022to2017_071SS","Statistical Significance!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population"
"CP02_2022_072E","2018-2022 Estimates!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population!!With a disability"
"CP02_2022to2017_072SS","Statistical Significance!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population!!With a disability"
"CP02_2022_073E","2018-2022 Estimates!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years"
"CP02_2022to2017_073SS","Statistical Significance!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years"
"CP02_2022_074E","2018-2022 Estimates!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years!!With a disability"
"CP02_2022to2017_074SS","Statistical Significance!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years!!With a disability"
"CP02_2022_075E","2018-2022 Estimates!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years"
"CP02_2022to2017_075SS","Statistical Significance!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years"
"CP02_2022_076E","2018-2022 Estimates!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years!!With a disability"
"CP02_2022to2017_076SS","Statistical Significance!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years!!With a disability"
"CP02_2022_077E","2018-2022 Estimates!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over"
"CP02_2022to2017_077SS","Statistical Significance!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over"
"CP02_2022_078E","2018-2022 Estimates!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over!!With a disability"
"CP02_2022to2017_078SS","Statistical Significance!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over!!With a disability"
"CP02_2022_079E","2018-2022 Estimates!!RESIDENCE 1 YEAR AGO!!Population 1 year and over"
"CP02_2022to2017_079SS","Statistical Significance!!RESIDENCE 1 YEAR AGO!!Population 1 year and over"
"CP02_2022_080E","2018-2022 Estimates!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Same house"
"CP02_2022to2017_080SS","Statistical Significance!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Same house"
"CP02_2022_081E","2018-2022 Estimates!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)"
"CP02_2022to2017_081SS","Statistical Significance!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)"
"CP02_2022_082E","2018-2022 Estimates!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)!!Different house in the U.S."
"CP02_2022to2017_082SS","Statistical Significance!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)!!Different house in the U.S."
"CP02_2022_083E","2018-2022 Estimates!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)!!Different house in the U.S.!!Same county"
"CP02_2022to2017_083SS","Statistical Significance!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)!!Different house in the U.S.!!Same county"
"CP02_2022_084E","2018-2022 Estimates!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)!!Different house in the U.S.!!Different county"
"CP02_2022to2017_084SS","Statistical Significance!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)!!Different house in the U.S.!!Different county"
"CP02_2022_085E","2018-2022 Estimates!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)!!Different house in the U.S.!!Different county!!Same state"
"CP02_2022to2017_085SS","Statistical Significance!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)!!Different house in the U.S.!!Different county!!Same state"
"CP02_2022_086E","2018-2022 Estimates!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)!!Different house in the U.S.!!Different county!!Different state"
"CP02_2022to2017_086SS","Statistical Significance!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)!!Different house in the U.S.!!Different county!!Different state"
"CP02_2022_087E","2018-2022 Estimates!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)!!Abroad"
"CP02_2022to2017_087SS","Statistical Significance!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)!!Abroad"
"CP02_2022_088E","2018-2022 Estimates!!PLACE OF BIRTH!!Total population"
"CP02_2022to2017_088SS","Statistical Significance!!PLACE OF BIRTH!!Total population"
"CP02_2022_089E","2018-2022 Estimates!!PLACE OF BIRTH!!Total population!!Native"
"CP02_2022to2017_089SS","Statistical Significance!!PLACE OF BIRTH!!Total population!!Native"
"CP02_2022_090E","2018-2022 Estimates!!PLACE OF BIRTH!!Total population!!Native!!Born in United States"
"CP02_2022to2017_090SS","Statistical Significance!!PLACE OF BIRTH!!Total population!!Native!!Born in United States"
"CP02_2022_091E","2018-2022 Estimates!!PLACE OF BIRTH!!Total population!!Native!!Born in United States!!State of residence"
"CP02_2022to2017_091SS","Statistical Significance!!PLACE OF BIRTH!!Total population!!Native!!Born in United States!!State of residence"
"CP02_2022_092E","2018-2022 Estimates!!PLACE OF BIRTH!!Total population!!Native!!Born in United States!!Different state"
"CP02_2022to2017_092SS","Statistical Significance!!PLACE OF BIRTH!!Total population!!Native!!Born in United States!!Different state"
"CP02_2022_093E","2018-2022 Estimates!!PLACE OF BIRTH!!Total population!!Native!!Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)"
"CP02_2022to2017_093SS","Statistical Significance!!PLACE OF BIRTH!!Total population!!Native!!Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)"
"CP02_2022_094E","2018-2022 Estimates!!PLACE OF BIRTH!!Total population!!Foreign born"
"CP02_2022to2017_094SS","Statistical Significance!!PLACE OF BIRTH!!Total population!!Foreign born"
"CP02_2022_095E","2018-2022 Estimates!!U.S. CITIZENSHIP STATUS!!Foreign-born population"
"CP02_2022to2017_095SS","Statistical Significance!!U.S. CITIZENSHIP STATUS!!Foreign-born population"
"CP02_2022_096E","2018-2022 Estimates!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Naturalized U.S. citizen"
"CP02_2022to2017_096SS","Statistical Significance!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Naturalized U.S. citizen"
"CP02_2022_097E","2018-2022 Estimates!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen"
"CP02_2022to2017_097SS","Statistical Significance!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen"
"CP02_2022_098E","2018-2022 Estimates!!YEAR OF ENTRY!!Population born outside the United States"
"CP02_2022to2017_098SS","Statistical Significance!!YEAR OF ENTRY!!Population born outside the United States"
"CP02_2022_099E","2018-2022 Estimates!!YEAR OF ENTRY!!Population born outside the United States!!Native"
"CP02_2022to2017_099SS","Statistical Significance!!YEAR OF ENTRY!!Population born outside the United States!!Native"
"CP02_2022_100E","2018-2022 Estimates!!YEAR OF ENTRY!!Population born outside the United States!!Native!!Entered 2010 or later"
"CP02_2022to2017_100SS","Statistical Significance!!YEAR OF ENTRY!!Population born outside the United States!!Native!!Entered 2010 or later"
"CP02_2022_101E","2018-2022 Estimates!!YEAR OF ENTRY!!Population born outside the United States!!Native!!Entered before 2010"
"CP02_2022to2017_101SS","Statistical Significance!!YEAR OF ENTRY!!Population born outside the United States!!Native!!Entered before 2010"
"CP02_2022_102E","2018-2022 Estimates!!YEAR OF ENTRY!!Population born outside the United States!!Foreign born"
"CP02_2022to2017_102SS","Statistical Significance!!YEAR OF ENTRY!!Population born outside the United States!!Foreign born"
"CP02_2022_103E","2018-2022 Estimates!!YEAR OF ENTRY!!Population born outside the United States!!Foreign born!!Entered 2010 or later"
"CP02_2022to2017_103SS","Statistical Significance!!YEAR OF ENTRY!!Population born outside the United States!!Foreign born!!Entered 2010 or later"
"CP02_2022_104E","2018-2022 Estimates!!YEAR OF ENTRY!!Population born outside the United States!!Foreign born!!Entered before 2010"
"CP02_2022to2017_104SS","Statistical Significance!!YEAR OF ENTRY!!Population born outside the United States!!Foreign born!!Entered before 2010"
"CP02_2022_105E","2018-2022 Estimates!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea"
"CP02_2022to2017_105SS","Statistical Significance!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea"
"CP02_2022_106E","2018-2022 Estimates!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Europe"
"CP02_2022to2017_106SS","Statistical Significance!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Europe"
"CP02_2022_107E","2018-2022 Estimates!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Asia"
"CP02_2022to2017_107SS","Statistical Significance!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Asia"
"CP02_2022_108E","2018-2022 Estimates!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Africa"
"CP02_2022to2017_108SS","Statistical Significance!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Africa"
"CP02_2022_109E","2018-2022 Estimates!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Oceania"
"CP02_2022to2017_109SS","Statistical Significance!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Oceania"
